TransactionAmount,TransactionFrequency,AccountBalance,Liabilities,Equity,BusinessCategory,Location,Month,Profit
30942.857721608903,12,311339.33776715485,13853.639886395047,297485.6978807598,Retail,Urban,5,35159.33095768935
49507.66558016103,39,347063.21384115843,61555.69276153665,285507.5210796218,Manufacturing,Rural,10,42884.25244124099
7434.15875420794,2,193877.3531769065,186546.94432263347,7330.4088542730315,Service,Rural,6,13714.584010612429
26157.317792004967,32,273960.87699808914,81405.6728402825,192555.20415780664,Service,Rural,3,26014.45634981738
43929.967060433795,13,266837.9936558195,111606.60150856982,155231.3921472497,Service,Urban,3,27469.527120835828
37168.04657883312,46,425543.4176540782,108744.22740192909,316799.1902521491,Retail,Suburban,10,45169.0471868343
35002.279179265766,27,421582.35033826943,120134.0625154252,301448.2878228442,Manufacturing,Rural,8,35671.9149581617
35272.96215736191,49,418013.4299800512,16959.53635044011,401053.89362961106,Retail,Rural,11,52805.16127237094
18294.81198537788,41,15405.490988608239,75624.36968575201,-60218.87869714377,Service,Rural,10,7845.219406720153
15032.796291092422,17,377277.28738975525,146010.01340709807,231267.27398265718,Service,Suburban,10,30305.884138398913
40563.377196186426,40,381751.43115439237,44109.24895923167,337642.1821951607,Manufacturing,Rural,12,42090.175309971055
40600.61303661945,31,342405.6231990195,44697.783621540286,297707.83957747923,Retail,Suburban,2,46342.35687037467
43420.079769715136,34,380569.6823668118,6967.668304359822,373602.01406245196,Service,Rural,11,45777.34282045672
45705.40735154533,24,422565.4820333873,90308.9756886009,332256.5063447864,Manufacturing,Suburban,12,49823.4081189759
25811.44874361642,45,240456.33650987496,177133.2042313173,63323.13227855766,Retail,Rural,12,19889.736219141043
25325.05658701638,35,256004.6046093391,15120.683999525258,240883.92060981382,Retail,Urban,2,37690.9745207623
40015.61135885537,48,71109.88788658133,42268.14835172051,28841.73953486082,Service,Urban,5,15451.10178410066
32673.214573499376,6,198834.1826932073,65466.48497683724,133367.69771637005,Service,Urban,6,25883.015794774703
35247.360424256316,19,325248.9381567743,147686.3236300215,177562.61452675282,Retail,Urban,12,35021.582412695556
39891.737137087,30,392395.8903121645,129923.94059650437,262471.9497156601,Retail,Rural,2,37946.170747170065
44555.264419969535,7,116432.45786869316,86109.06139346173,30323.396475231435,Service,Urban,5,13932.64991657746
17230.760264151024,10,77533.22058802535,153018.44315538325,-75485.22256735791,Retail,Suburban,7,7394.780151663452
19091.35615567723,41,334890.5822052412,123878.04727309587,211012.53493214533,Service,Urban,10,31745.491235172864
5152.1060221230155,32,10921.142927206214,179727.9559331577,-168806.8130059515,Retail,Urban,10,-12751.917338571526
29124.866979310613,34,97402.56631059162,164515.21608204514,-67112.64977145352,Service,Urban,8,16704.99134594293
2279.1425529387334,28,24244.97636853733,54298.653187394106,-30053.676818856777,Manufacturing,Rural,12,5055.752824557273
23547.10189755678,15,91773.70774888675,57930.52263866904,33843.18511021771,Service,Urban,7,11178.396641691672
27360.909418025043,30,98846.44716349756,29444.512779515197,69401.93438398237,Service,Suburban,8,12517.09605197918
14683.791980350079,37,199960.06142769314,70708.12151490402,129251.93991278912,Manufacturing,Urban,12,20390.737750744538
29746.246398166033,29,207140.29109641243,199911.0641502234,7229.226946189039,Retail,Urban,9,19255.32567755042
2009.7623719829467,22,438388.6105990165,84121.4778799369,354267.1327190796,Manufacturing,Urban,5,29869.735961951163
2348.735343086114,4,259953.75912442434,47995.24476437575,211958.51436004858,Service,Suburban,5,34627.10929026964
41218.72775265308,20,364468.33515002026,153684.16247273283,210784.17267728742,Retail,Urban,11,33056.9493960614
18329.436749857512,32,61027.305380940845,110781.84567521793,-49754.54029427709,Manufacturing,Suburban,10,4219.997439360905
6789.495376268297,36,120464.99017720998,34172.28265775574,86292.70751945424,Retail,Suburban,4,11870.118373982601
26351.041372712818,4,354442.2860795516,79234.48782636883,275207.7982531828,Retail,Urban,9,46736.96358462354
38614.68087838124,27,35873.94062957876,85821.59453017195,-49947.653900593185,Manufacturing,Suburban,5,6578.631307092053
11183.140861093738,17,248432.85449943904,151996.79161099764,96436.0628884414,Retail,Rural,2,27422.610513380918
31333.078553040512,12,303690.7931748376,9030.91693392137,294659.8762409162,Manufacturing,Urban,10,38217.78652870136
4724.699517191516,22,305051.36558571574,57458.83112567054,247592.5344600452,Service,Urban,8,23767.710594696604
3058.245197846081,17,21237.077521340594,105931.2787565268,-84694.20123518619,Retail,Suburban,7,-1887.6698056090424
26802.054262623325,10,167832.9220723009,57425.11477830445,110407.80729399645,Service,Suburban,8,18679.903712264975
27261.438519700274,1,321880.4190140855,127544.63924670478,194335.7797673807,Service,Urban,12,25842.745218492222
32052.780124161225,22,83009.87071312929,98964.15845855024,-15954.287745420952,Retail,Rural,3,11551.949020578872
36441.52101927175,26,350753.6676807461,75533.49969761823,275220.1679831279,Manufacturing,Suburban,4,38697.50973629733
48804.67793339546,18,375503.3523187005,190095.68223974988,185407.67007895064,Retail,Suburban,5,40588.59523385436
26056.867240909167,14,491164.9033186112,128271.10234135919,362893.800977252,Service,Rural,6,48881.07256096657
16486.345410591675,47,112822.57747964062,30338.56759224854,82484.00988739208,Service,Rural,1,9807.083965399619
39861.71664105083,29,414314.0271563965,114217.88100146213,300096.14615493437,Manufacturing,Urban,4,47534.52195522829
13906.196437472674,12,264945.32269014046,157242.7113741757,107702.61131596475,Retail,Rural,11,18291.6445865319
22229.085324928987,36,192996.67211064498,143155.49101109547,49841.18109954952,Service,Urban,12,1089.3571115791674
4383.590876442165,35,69964.6110893372,38557.39971257558,31407.211376761617,Service,Rural,10,6588.574038364459
1754.8617990651467,12,370397.7471788934,194621.89981282016,175775.84736607326,Service,Suburban,5,24889.283450891413
48151.09652655729,7,125570.22358040667,92518.66092058817,33051.562659818504,Manufacturing,Urban,7,19471.961139305895
41881.015965354185,29,191996.7809177924,36009.875729350955,155986.90518844145,Service,Urban,5,35769.746178081106
34950.72320163805,11,40645.691179710535,40138.17205498884,507.5191247216935,Service,Urban,1,19186.503621289514
20743.17074850636,33,402669.78875156434,24155.823476870697,378513.9652746936,Retail,Rural,11,42382.207239904965
9078.068843506866,6,385628.37674610526,161686.03114481218,223942.34560129308,Retail,Suburban,7,28161.574029841016
8243.63361221876,47,369471.75672073313,28795.946392760485,340675.81032797263,Service,Urban,8,40079.521484468656
12887.02345914747,15,156727.32014102448,29399.42514264065,127327.89499838382,Service,Urban,7,14929.037489468135
27686.719902952962,32,95005.23639031904,170841.96487836333,-75836.72848804429,Retail,Urban,11,8454.651987439043
35872.49817365308,11,322401.0995904126,72197.79646727412,250203.30312313844,Manufacturing,Urban,4,32500.415959273898
33179.7701475277,23,253121.52821547753,11017.291340074127,242104.2368754034,Manufacturing,Suburban,8,32650.70436416335
14356.72789882417,26,97343.70878327437,15119.583406090122,82224.12537718425,Manufacturing,Rural,5,7789.866526320385
47765.831392828106,34,346096.5228144332,32723.237107259632,313373.2857071736,Manufacturing,Suburban,10,48447.92378480329
37025.89737644054,46,495651.9515924388,46611.702855259464,449040.2487371793,Manufacturing,Urban,9,51689.90103800596
27940.525599314333,34,376137.59799359844,134703.50787648905,241434.0901171094,Manufacturing,Suburban,12,39772.20220407311
30780.176938600434,29,372593.32947594975,35678.6246003565,336914.70487559325,Manufacturing,Urban,12,35307.60068936965
21270.2030901756,4,475653.2489359899,28180.50627952904,447472.7426564609,Manufacturing,Rural,10,54316.20948071112
12762.683980307294,17,109438.82011170207,154120.23258787443,-44681.412476172365,Retail,Rural,5,958.4868314969426
18120.64759323745,35,287119.4828115058,135855.78035268333,151263.70245882246,Manufacturing,Rural,1,26849.172817036448
38013.382467986274,13,490026.89036660286,89888.22318377106,400138.6671828318,Manufacturing,Urban,12,57226.95923780892
1212.4776871729155,41,90994.11437538553,112115.40543862028,-21121.29106323475,Manufacturing,Suburban,9,2736.222210258224
6245.5957050923535,39,353123.4601278153,65836.8839636516,287286.5761641637,Service,Rural,12,28123.786401887755
2777.130780076761,15,297046.97152623197,99087.58194589533,197959.38958033663,Retail,Urban,5,27789.80674702339
2516.0757147890217,29,297374.7551724664,103801.16655163543,193573.58862083097,Retail,Urban,6,20845.72533768993
42845.29890854486,29,351858.60748483683,80511.26787972871,271347.33960510814,Retail,Suburban,4,37708.12914022008
35331.064039311175,11,465512.29220908525,181781.58108107175,283730.7111280135,Manufacturing,Rural,6,45855.67627219581
23971.604539822598,32,393465.1505271556,8132.063671296199,385333.08685585944,Manufacturing,Urban,12,50537.61295765379
5342.790952224574,2,37506.6906739429,157523.396302793,-120016.70562885009,Service,Suburban,8,-2924.1757883031014
24834.985818283203,47,427836.7297390985,29254.652092058244,398582.07764704025,Retail,Rural,3,46402.2250821892
23936.852653638,14,120515.25166360899,160521.73530475388,-40006.48364114489,Manufacturing,Suburban,5,12500.373399965063
9073.492560545752,20,194687.94072082225,125102.82355696063,69585.11716386162,Retail,Suburban,2,15280.210889708327
21975.656637279666,22,236249.07867006725,169439.22773259846,66809.85093746879,Service,Urban,2,22725.728806997224
20225.984352669984,11,245643.94036900412,24015.293499975003,221628.64686902912,Service,Urban,7,32801.49396275039
30984.579853584713,27,223238.39563512482,114001.22364945595,109237.17198566887,Service,Urban,10,21182.008600416633
31937.135717948368,3,469303.11416577356,102712.13665112843,366590.97751464514,Retail,Suburban,10,31807.078558043337
2742.5484837162035,17,355949.3137553721,142707.67067785494,213241.64307751713,Manufacturing,Urban,11,24918.42207046037
19043.324424010327,44,319273.6165187861,109186.65761926679,210086.95889951935,Manufacturing,Suburban,10,36320.103709893854
31480.0658278547,28,34422.593613641366,110443.24059095532,-76020.64697731395,Service,Suburban,6,4047.286590399041
25405.244799714343,29,452917.5318275836,88771.20899733261,364146.322830251,Manufacturing,Urban,4,44238.590338195114
42896.24713882195,21,455601.19408411416,65222.71268143146,390378.4814026827,Service,Rural,5,56712.15816812028
33105.33476513778,47,392304.40108075016,99041.55044417748,293262.8506365727,Retail,Rural,1,40392.80495774422
8565.25414053077,16,13444.309868673387,28106.009959838113,-14661.700091164726,Service,Rural,7,-8810.484711764193
3993.1529963212774,37,38067.32302803545,192495.10110170153,-154427.7780736661,Retail,Suburban,8,-12545.902458058994
32299.754271212623,20,120359.61411155997,144310.09890718665,-23950.484795626675,Service,Suburban,9,13373.647424123721
1812.3098718102797,6,74361.20999100429,190731.08775413013,-116369.87776312584,Manufacturing,Suburban,8,-2072.4261222176538
29495.89127303643,19,205429.65455482743,49211.839554342834,156217.81500048458,Manufacturing,Urban,5,31254.834126518996
47041.3969505354,5,462085.2984630169,176471.49893442297,285613.79952859395,Service,Suburban,3,43126.89087066674
28985.97180485601,3,241309.61275652915,162714.04698989,78595.56576663916,Manufacturing,Urban,10,20244.949477110647
19714.411347222835,1,16567.286951761147,137044.72042924637,-120477.43347748523,Manufacturing,Urban,11,-5675.140422141735
32342.766812896483,38,148545.38789359338,126880.69128661513,21664.69660697825,Manufacturing,Rural,9,12376.086699205616
23183.51807933007,15,31851.505102751154,66727.18472723465,-34875.6796244835,Retail,Rural,6,-4974.024616488722
27508.03107113878,34,27780.93508061606,164200.103068181,-136419.16798756493,Manufacturing,Rural,5,-1858.7287513723468
47102.508034438,35,145102.7280168206,102795.5149885481,42307.2130282725,Retail,Urban,3,18531.654340292745
19612.080571138325,49,145050.04595268326,18823.857298800645,126226.18865388261,Service,Urban,6,16804.57363222754
48078.93290928375,25,395692.035274786,66008.31636675034,329683.71890803566,Manufacturing,Urban,3,56632.340609661886
45314.85677682515,24,487668.97986274486,187382.93421633888,300286.045646406,Manufacturing,Suburban,10,57628.145516707475
10191.661172070173,12,191891.47600609917,170882.65081794502,21008.82518815415,Manufacturing,Urban,12,8928.849939321275
3933.38439332069,18,220154.5706419089,196471.61112492514,23682.95951698377,Service,Rural,6,2758.869913345794
5488.511068182619,15,423946.8237801505,127458.70960779913,296488.1141723514,Retail,Rural,4,36623.44734660384
1401.9803697517116,44,141388.11984680156,53264.46426238033,88123.65558442124,Retail,Urban,2,13638.535536364583
5174.926557418456,16,86627.0841576895,36748.93468698843,49878.14947070107,Manufacturing,Urban,8,3557.826625989045
34308.835284109664,27,428013.91546778876,41448.31591865002,386565.59954913874,Service,Rural,4,43535.86463803969
4023.838098781335,8,32785.28735563209,8860.153377714605,23925.13397791749,Service,Urban,9,11553.063532996406
16289.293699541184,46,313652.7256977137,81183.01164225815,232469.71405545552,Service,Rural,7,29276.222871840182
42321.327892988,25,285376.4952587353,42328.397697410786,243048.09756132454,Service,Suburban,12,38196.746148079284
1651.9608189233804,17,179501.0192758302,85272.81478905697,94228.20448677322,Service,Rural,2,9365.324862642621
40816.18988815232,29,164442.8653377059,187323.91420855926,-22881.048870853352,Retail,Suburban,4,14956.62650734913
14451.811351283297,8,388210.2858289944,88955.34085390205,299254.94497509237,Retail,Urban,5,35581.93204228844
6349.158967271985,15,52348.05927364778,176206.9769120428,-123858.91763839501,Retail,Urban,3,-5682.5773187994055
34988.489685525456,27,126024.31156257883,123073.42949009592,2950.882072482913,Manufacturing,Suburban,9,19222.959676466642
31632.670915604256,46,368899.878600664,53190.65315897142,315709.2254416926,Service,Urban,5,33612.60433707361
43934.86466958912,7,278677.0860259479,74391.67805554622,204285.40797040166,Manufacturing,Suburban,2,34435.381761291756
36886.016668292345,3,72714.22218145733,21364.309485178735,51349.912696278596,Service,Urban,11,11804.80180009277
40272.30605405001,29,442246.4509982095,70025.20575122205,372221.24524698744,Retail,Rural,3,50851.96843324922
14460.71134227967,44,202789.44481615987,137120.48437318913,65668.96044297074,Manufacturing,Urban,9,14607.179370320677
9283.25741709628,24,415655.5039078647,19061.66312123986,396593.8407866248,Retail,Rural,7,46805.084027738434
37655.43020622249,3,395979.37760857726,45053.274653215725,350926.10295536154,Service,Rural,2,40177.847078180675
40438.31959372957,20,315968.4687711467,79381.00307559574,236587.46569555099,Service,Suburban,9,41503.22660045736
49530.00452903333,46,252295.75433459555,196499.6597181127,55796.09461648285,Service,Urban,4,25166.57987998848
20924.57500711561,15,489979.91178706085,158048.05547698162,331931.8563100792,Retail,Suburban,9,38637.990761204506
18914.895246742766,25,81032.88546611035,148029.91556596025,-66997.0300998499,Service,Urban,2,7885.849097175693
38932.441556728845,30,365326.3065000462,27657.236522461964,337669.06997758424,Retail,Rural,12,41942.008417639045
17369.77524252438,14,103683.44371774662,157294.19925492333,-53610.75553717671,Manufacturing,Rural,10,-2561.6001731643482
46572.48761737646,7,175748.9216128507,158127.41824562295,17621.503367227764,Service,Urban,12,20645.359191273565
42991.43121622908,17,161262.38425286568,122215.02564674402,39047.35860612166,Service,Urban,4,23646.751962583687
21735.204355063408,44,474047.6339919743,198120.5474896825,275927.0865022918,Service,Suburban,5,48256.45559752664
37668.11785567912,20,484004.52711625485,68424.51165528763,415580.0154609672,Manufacturing,Urban,2,50621.0912869981
37849.87226719178,36,99677.56767501631,188548.12740716108,-88870.55973214477,Service,Urban,10,8836.915127210625
5604.6315073786645,9,20797.22854577705,183372.5674165182,-162575.33887074114,Retail,Urban,1,-5715.297500807916
45176.36888063855,38,362803.93943492544,7238.728651128679,355565.2107837968,Retail,Suburban,7,52402.744444920594
25509.99243616893,48,214815.06759653732,92772.72266258816,122042.34493394916,Service,Urban,10,17892.42620189153
41409.64457233321,22,53531.72009290655,195535.3254450568,-142003.60535215025,Service,Rural,1,1535.0373904817498
16342.455251015283,2,345039.51173275086,25108.66566957478,319930.84606317605,Manufacturing,Suburban,11,32343.40739275037
44828.399810561925,24,277101.7088477429,111818.01540474729,165283.6934429956,Manufacturing,Suburban,11,23839.197461084874
19765.483097341075,8,490453.24278054194,195896.71387301528,294556.52890752663,Manufacturing,Rural,8,44442.52110913207
1036.463748274769,11,121430.65297207568,113321.60770064274,8109.045271432944,Service,Rural,3,14690.769320718326
45316.40783275355,13,207949.15940000865,42013.984079570415,165935.17532043823,Manufacturing,Rural,10,26765.07600999775
5018.690500913611,17,275847.44366375724,118525.729868055,157321.71379570224,Manufacturing,Urban,6,18252.71286544003
16306.025060725537,8,397932.9943421423,44865.911920161634,353067.0824219807,Retail,Rural,7,41745.507361511605
47528.06736901485,21,278930.9417928288,106342.33126442443,172588.61052840436,Manufacturing,Urban,10,35027.18198372791
47555.053773409025,18,310321.07882235514,19438.23249290786,290882.8463294473,Retail,Suburban,1,38789.39132508907
28885.175462102663,30,120812.05527907096,123069.1204968089,-2257.065217737938,Retail,Suburban,6,18722.461255258073
31775.942002405063,18,424990.1767633943,105774.03812999085,319216.13863340346,Manufacturing,Rural,7,39503.69469888329
22698.053337926827,46,220028.96801553312,149331.4669084853,70697.5011070478,Retail,Urban,6,17641.0859411526
15013.933199054194,47,79070.21748566694,127986.59187596307,-48916.37439029613,Service,Rural,4,5990.418318794189
16768.894995810842,31,335452.0781076545,112173.22236349755,223278.855744157,Service,Rural,1,33255.14445484188
33789.6635758134,38,115884.32206080068,139506.87560338364,-23622.55354258296,Manufacturing,Urban,11,11607.161602564369
37742.53920716516,32,57805.63001725687,33068.67314658502,24736.956870671856,Service,Rural,9,5283.537574043727
39683.1626644295,11,432373.5851180934,121095.13394542779,311278.45117266563,Retail,Suburban,4,56809.29136845551
39586.098068330415,45,235479.50959933543,38561.56755044165,196917.94204889378,Service,Rural,7,28357.242620847046
5014.702100910174,25,377149.01922093047,185476.83053111678,191672.1886898137,Manufacturing,Urban,7,29995.33840864253
24973.805082777784,33,152387.904305114,18325.150444892817,134062.7538602212,Manufacturing,Urban,2,22401.09939068722
3349.158620823892,38,395615.3661096565,88923.07618970469,306692.2899199518,Retail,Suburban,1,32602.68771239755
27701.67967502491,41,64848.60424054986,140680.50814281174,-75831.90390226188,Manufacturing,Urban,8,5275.803056273263
22355.75981798216,8,184426.95315947782,94314.33127531045,90112.62188416737,Service,Urban,8,14812.179527512219
44441.357046535835,11,489250.290807029,22958.574380415957,466291.71642661304,Manufacturing,Suburban,7,58743.12547836043
17870.293121327893,22,399054.961020323,112908.90814470794,286146.0528756151,Retail,Rural,8,36453.99607628463
6294.81731316649,24,253655.40585419722,130118.22222133413,123537.18363286309,Manufacturing,Suburban,3,21462.185573509658
7578.088261615375,41,176490.9610653237,142239.500643149,34251.460422174714,Service,Rural,11,6820.051994269988
38194.776270014874,17,437346.4930110135,77785.66382023798,359560.8291907755,Retail,Suburban,2,43339.7391940614
31101.794134154923,12,276975.40195141267,114913.69435060862,162061.70760080405,Service,Rural,7,21346.510920157813
5505.572468078117,46,381628.25875586446,92883.86261308806,288744.3961427764,Retail,Suburban,8,31067.096841916635
4663.286902692373,32,379512.7633549204,136050.92755668942,243461.83579823095,Manufacturing,Rural,1,19213.766119705346
35197.97200722644,15,18793.382498560997,118793.60862833961,-100000.22612977862,Retail,Suburban,12,1443.7511914452723
4101.768815027579,16,71864.3535683806,107522.4628140313,-35658.1092456507,Retail,Rural,10,-40.53538067262116
41182.07293487263,22,333218.3895334237,53657.25153345848,279561.1379999652,Manufacturing,Suburban,9,39629.94578176932
35458.99024424656,28,89193.70753007701,5393.610960905614,83800.0965691714,Service,Urban,11,15964.52687598318
4526.764641774038,20,135191.7388812463,38945.92668572871,96245.81219551759,Manufacturing,Rural,4,18762.629324598354
4699.466847217,33,473852.5975578075,27827.87807771289,446024.7194800946,Retail,Suburban,12,59905.31014520906
49338.659135808186,10,284489.3066037068,92571.52527713461,191917.78132657218,Manufacturing,Rural,4,39375.78128942876
19026.404389927957,40,377857.4584296801,124390.3393985597,253467.11903112038,Retail,Rural,3,33105.97180415018
18846.786279811102,32,283410.56200349354,46551.576693537594,236858.98530995596,Manufacturing,Suburban,6,27315.880873085243
40733.57857924638,33,280731.67124353535,188116.13371360148,92615.53752993388,Manufacturing,Rural,1,31157.39136630132
47388.804580501004,2,56134.435961591975,6303.015198658117,49831.420762933856,Service,Suburban,6,6359.330279462332
49307.05265923211,33,178394.96437846049,155598.69795724185,22796.266421218636,Retail,Urban,2,18344.957441012986
37792.22017031761,33,148391.14035639074,126914.93005843624,21476.2102979545,Service,Rural,9,14861.046891561497
19124.84948378033,41,201456.89915067048,77843.18620429798,123613.7129463725,Retail,Urban,2,22999.157925702275
4633.285476584104,13,401188.65222992084,14845.344160419545,386343.3080695013,Manufacturing,Rural,7,43372.58684099183
38968.77233840812,30,192247.00727926378,127359.88149793448,64887.125781329305,Retail,Rural,12,16927.658418746134
28141.01036192235,33,231331.44142352452,80194.63500880137,151136.80641472316,Service,Rural,1,22679.75115577093
21498.989457725325,13,204716.8813378051,187572.09218557773,17144.78915222737,Service,Suburban,12,17618.40269021022
45364.54206218943,26,55769.90626789485,110688.06460350435,-54918.1583356095,Service,Urban,7,5120.892529458328
6004.275374154491,22,226125.357542884,188232.0447022341,37893.312840649916,Retail,Rural,5,20432.38076787901
24884.942662397527,39,105848.54379181236,47994.3202272943,57854.22356451806,Service,Suburban,8,16208.003067497233
1062.0054159872439,2,101494.41492879033,146516.55252100015,-45022.13759220982,Service,Rural,4,3893.5626910006913
23698.70177870925,38,56077.69117279052,125363.55906550151,-69285.86789271099,Service,Suburban,12,6034.034511150423
3287.0121462509487,39,184768.77732946473,149184.6048171058,35584.17251235893,Manufacturing,Rural,10,9340.596836637376
6381.48685526956,26,381166.1235468145,46860.23347464467,334305.89007216983,Manufacturing,Urban,7,33918.44094106504
6317.549215466692,46,145456.42838586407,134673.9306663659,10782.497719498177,Retail,Urban,6,6951.845067667844
32635.909954745148,15,163051.05992390166,102117.87664608945,60933.183277812204,Retail,Rural,5,20226.22761233397
37429.22152363845,34,324910.58225948754,149850.8701067317,175059.71215275585,Service,Suburban,4,33489.433928883125
29376.7538723094,42,105961.99816759025,68773.70560960447,37188.292557985784,Manufacturing,Rural,7,10919.29301227713
48127.54114948982,44,449509.38590753183,178561.11996572424,270948.2659418076,Service,Suburban,12,49396.299538903215
19056.09368642335,49,264893.3563932617,21438.756349213323,243454.60004404836,Service,Rural,5,28358.88444746941
14642.748270952106,40,229325.44075690632,162401.91716428168,66923.52359262464,Manufacturing,Suburban,5,14274.444143721128
43495.65684537828,11,283331.8940453087,172957.3270339427,110374.56701136599,Manufacturing,Urban,1,29656.161968401997
11567.994006712906,3,91356.81357393577,164364.20071653012,-73007.38714259435,Manufacturing,Rural,2,-1834.0774352045373
48179.51570231026,6,310601.8379331964,104981.64688104633,205620.19105215007,Retail,Urban,5,27010.88584005087
1101.646497145909,9,187919.3609506651,90485.07110599846,97434.28984466665,Retail,Urban,3,14462.488961369449
48509.00192202813,6,449621.3070726633,199271.145872351,250350.1612003123,Service,Rural,2,41413.30482949999
2636.4156415535176,9,92738.5612720662,49688.530486761614,43050.03078530459,Retail,Rural,4,6045.940967829995
44611.58412805452,39,258455.04089406613,111640.81334582869,146814.22754823742,Manufacturing,Suburban,4,24352.115657003833
26621.20489977184,31,303075.18839081883,135781.7274495535,167293.46094126534,Manufacturing,Suburban,4,34887.33414507143
49651.75740790537,32,26357.964875326797,141669.18899297924,-115311.22411765244,Retail,Urban,4,2175.2247998240996
4152.929954402243,41,188209.63113050873,44784.80981902285,143424.8213114859,Service,Suburban,3,15252.311722126131
27915.787077865378,12,368991.2650034081,132528.84800626122,236462.41699714685,Service,Suburban,12,37745.257853516996
48480.4755131454,8,411984.9786499969,164582.06546386078,247402.91318613614,Retail,Rural,7,35782.418202822315
26393.343286422365,8,163449.37746046836,14753.622480116883,148695.75498035148,Service,Suburban,9,13633.176413081943
31655.232587695496,28,401310.7034675481,182746.65219843673,218564.0512691114,Service,Urban,12,39229.54843283914
34939.56010473855,20,484200.37978066056,10753.290753315156,473447.0890273454,Service,Suburban,5,52645.54730903717
22999.782706004775,47,429868.22867679613,74414.3513352369,355453.8773415592,Manufacturing,Urban,4,39358.58630764794
31564.12496416114,7,67645.55419806935,8083.5732654276035,59561.980932641745,Manufacturing,Rural,11,15690.067614104386
29423.55844019346,11,372467.8627219149,20043.307865218463,352424.5548566964,Retail,Urban,2,38069.7242714293
45107.32151930396,20,166636.74789586692,182677.81561011542,-16041.067714248493,Manufacturing,Suburban,2,15178.68681519709
2749.5958269021644,16,494323.8348119175,74197.86199549882,420125.9728164187,Service,Rural,5,41791.75720693468
14407.6778848154,4,247825.90174834468,87830.44843288531,159995.45331545937,Manufacturing,Suburban,7,24789.789261402402
47545.36846178966,6,69992.6101958811,46992.15436959776,23000.455826283345,Retail,Rural,10,20819.107957050022
44568.057302600355,22,365340.91853342147,121433.67518641036,243907.2433470111,Manufacturing,Rural,10,30070.819907881127
23055.00926289279,26,168275.48720924478,120986.62686216898,47288.860347075795,Service,Suburban,9,15952.507674147817
31196.56359117607,3,498568.2969700142,77579.07640591776,420989.22056409647,Service,Suburban,7,56500.1308043725
14230.368557566067,41,490093.40434871573,69941.80000205268,420151.60434666305,Retail,Rural,5,46250.93540975329
9811.997406326185,42,331505.66883008456,177568.04009521462,153937.62873486994,Manufacturing,Rural,10,20579.35248803353
23453.071044529115,14,73614.95998634162,79740.42673022927,-6125.4667438876495,Manufacturing,Suburban,10,10169.906506665542
17990.935287289616,11,346561.8888607642,101232.6934701096,245329.1953906546,Manufacturing,Urban,10,38201.00878691436
29390.977536618168,18,55584.938365413334,60244.428672861475,-4659.490307448141,Service,Suburban,6,12877.078798449238
4347.86452976675,12,24388.437960172236,158420.05315463984,-134031.6151944676,Retail,Rural,11,-2783.039266187281
48732.54297947524,23,413249.6386485282,82502.39059532287,330747.2480532053,Manufacturing,Suburban,12,47435.921619024935
49317.431851740344,12,112778.94436500386,105154.15407614328,7624.790288860575,Service,Urban,3,11388.610326119786
35059.00484397738,13,195723.29184735773,54404.64816163397,141318.64368572377,Service,Suburban,5,28190.12249716926
27036.77013403396,25,486994.1210883249,197593.6205065441,289400.5005817808,Service,Rural,8,48276.86917707461
15821.617006173223,45,175051.8459119406,61841.66948012596,113210.17643181463,Manufacturing,Suburban,1,11887.13292514607
40782.85347549396,19,155279.99282882447,155294.79352658257,-14.800697758095339,Manufacturing,Rural,12,17742.228940884565
34394.19304141703,46,459921.91981515987,88361.65181956804,371560.26799559186,Manufacturing,Rural,1,51717.06737641992
8549.538497572119,36,64266.738206289476,45212.393991407276,19054.3442148822,Manufacturing,Suburban,7,10286.530680950542
45590.8956324452,45,382195.38095616957,160945.15897314792,221250.22198302165,Manufacturing,Rural,5,38915.51117781251
41215.593524696866,8,494152.12765985925,70053.32386066343,424098.8037991958,Manufacturing,Rural,5,49867.827407161414
47515.09570795024,29,451635.0452795779,173712.70274257316,277922.34253700473,Manufacturing,Urban,1,43470.30763309896
36423.11566522382,32,329317.28016614873,183475.1510589755,145842.12910717324,Manufacturing,Urban,9,26006.34430443106
30864.0521988216,44,163889.78954643867,172665.6479012988,-8775.858354860131,Manufacturing,Urban,1,13673.203673768337
21203.030296385634,18,134617.7707773752,11826.543387327103,122791.2273900481,Service,Urban,5,15876.62898480484
46670.059926023656,6,411435.001387016,158537.80227599558,252897.1991110204,Manufacturing,Rural,10,53275.804113950086
43370.162530270216,18,441112.73783633066,85211.19596733306,355901.5418689976,Retail,Suburban,9,52998.13220351112
2738.3241702563755,19,267463.1071473895,175375.9694355339,92087.13771185561,Service,Rural,4,23372.91741145902
1805.1652376139743,22,129726.57098536841,129401.08122352406,325.48976184435014,Manufacturing,Rural,8,9220.398539022077
19134.936660463456,37,65342.17212147504,167560.4111580719,-102218.23903659685,Retail,Rural,6,146.59575299401035
40622.389873700726,32,52717.939237597275,102389.19512403289,-49671.25588643562,Manufacturing,Suburban,11,6899.8623482078565
49370.16840108975,41,362347.94920338923,109329.9733967919,253017.97580659733,Retail,Urban,3,39722.98343163417
7945.636109624645,3,215858.17664538525,33155.58826606511,182702.58837932014,Retail,Rural,4,22458.331836665868
29909.470409930687,28,453626.3383961565,157877.53494442432,295748.80345173215,Retail,Rural,2,45396.50022549782
